pressure_kpa,velocity_mps,mass_kg,max_force_N,permanent_deformation_mm
1000.0,8.0,3.0,3410.6224170913833,17.507048425896542
1000.0,8.0,4.0,3410.6224170913833,22.291706063466535
1000.0,8.0,5.0,3410.6224170913833,26.782440800172164
1000.0,8.0,6.0,3410.6224170913833,31.040941207938335
1000.0,9.0,2.0,3410.6224170913833,15.137903606682105
1000.0,9.0,3.0,3410.6224170913833,21.345511129012692
1000.0,9.0,4.0,3410.6224170913833,27.05440924142742
1000.0,9.0,5.0,3410.6224170913833,32.39380637138528
1000.0,9.0,6.0,3410.6224170913833,37.44054432097555
1000.0,10.0,2.0,3410.6224170913833,18.123555230696486
1000.0,10.0,3.0,3410.6224170913833,25.405464314405844
1000.0,10.0,4.0,3410.6224170913833,32.073126932266916
1000.0,10.0,5.0,3410.6224170913833,38.286956602476174
1000.0,10.0,6.0,3410.6224170913833,44.14564207251293
1100.0,2.0,2.0,3542.271430411553,0.6134929411238089
1100.0,2.0,3.0,3542.271430411553,1.073065491597942
1100.0,2.0,4.0,3542.271430411553,1.5203600281535143
1100.0,2.0,5.0,3542.271430411553,1.9583143636649814
1100.0,2.0,6.0,3542.271430411553,2.386510213562411
1100.0,3.0,2.0,3542.271430411553,1.7398050515843184
1100.0,3.0,3.0,3542.271430411553,2.7024993049047152
1100.0,3.0,4.0,3542.271430411553,3.6279724818588726
1100.0,3.0,5.0,3542.271430411553,4.522182237338874
1100.0,3.0,6.0,3542.271430411553,5.391869680526173
1100.0,4.0,2.0,3542.271430411553,3.2201492548502304
1100.0,4.0,3.0,3542.271430411553,4.814247715202806
1100.0,4.0,4.0,3542.271430411553,6.330850559002956
1100.0,4.0,5.0,3542.271430411553,7.786135687415253
1100.0,4.0,6.0,3542.271430411553,9.189791902715456
1100.0,5.0,2.0,3542.271430411553,5.007295605147562
1100.0,5.0,3.0,3542.271430411553,7.336940349349974
1100.0,5.0,4.0,3542.271430411553,9.533387565993268
1100.0,5.0,5.0,3542.271430411553,11.626377933561805
1100.0,5.0,6.0,3542.271430411553,13.634509055323674
1100.0,6.0,2.0,3542.271430411553,7.0649470931650695
1100.0,6.0,3.0,3542.271430411553,10.213034520942557
1100.0,6.0,4.0,3542.271430411553,13.159221235326065
1100.0,6.0,5.0,3542.271430411553,15.950255181736349
1100.0,6.0,6.0,3542.271430411553,18.616138430391768
1100.0,7.0,2.0,3542.271430411553,9.361346334623914
1100.0,7.0,3.0,3542.271430411553,13.396339242197683
1100.0,7.0,4.0,3542.271430411553,17.148945968332658
1100.0,7.0,5.0,3542.271430411553,20.686188219930514
1100.0,7.0,6.0,3542.271430411553,24.051242474319714
1100.0,8.0,2.0,3542.271430411553,11.870657527491979
1100.0,8.0,3.0,3542.271430411553,16.850984100914378
1100.0,8.0,4.0,3542.271430411553,21.45470750316865
1100.0,8.0,5.0,3542.271430411553,25.777053597209402
1100.0,8.0,6.0,3542.271430411553,29.87426279813072
1100.0,9.0,2.0,3542.271430411553,14.570263158462613
1100.0,9.0,3.0,3542.271430411553,20.54492830208822
1100.0,9.0,4.0,3542.271430411553,26.038492277721762
1100.0,9.0,5.0,3542.271430411553,31.176141817224572
1100.0,9.0,6.0,3542.271430411553,36.032586741851205
1100.0,10.0,2.0,3542.271430411553,17.44378438627058
1100.0,10.0,3.0,3542.271430411553,24.451789300233653
1100.0,10.0,4.0,3542.271430411553,30.867223041042973
1100.0,10.0,5.0,3542.271430411553,36.847151097890446
1100.0,10.0,6.0,3542.271430411553,42.483969967226834
1200.0,2.0,2.0,3673.920443731722,0.5907857043541208
1200.0,2.0,3.0,3673.920443731722,1.0344836581823738
1200.0,2.0,4.0,3673.920443731722,1.465871958930984
1200.0,2.0,5.0,3673.920443731722,1.8876859833916375
1200.0,2.0,6.0,3673.920443731722,2.3012275009922094
1200.0,3.0,2.0,3673.920443731722,1.6774508899106886
1200.0,3.0,3.0,3673.920443731722,2.60590054211839
1200.0,3.0,4.0,3673.920443731722,3.4977048456706723
1200.0,3.0,5.0,3673.920443731722,4.360376099832431
1200.0,3.0,6.0,3673.920443731722,5.198830300079395
1200.0,4.0,2.0,3673.920443731722,3.104526514396894
1200.0,4.0,3.0,3673.920443731722,4.642279414640872
1200.0,4.0,4.0,3673.920443731722,6.104746352211312
1200.0,4.0,5.0,3673.920443731722,7.50729280904541
1200.0,4.0,6.0,3673.920443731722,8.86098207466422
1200.0,5.0,2.0,3673.920443731722,4.828023670704329
1200.0,5.0,3.0,3673.920443731722,7.074323832447415
1200.0,5.0,4.0,3673.920443731722,9.192152470774205
1200.0,5.0,5.0,3673.920443731722,11.210328291101256
1200.0,5.0,6.0,3673.920443731722,13.147065503031719
1200.0,6.0,2.0,3673.920443731722,6.812073441999288
1200.0,6.0,3.0,3673.920443731722,9.847350277627843
1200.0,6.0,4.0,3673.920443731722,12.688325019506163
1200.0,6.0,5.0,3673.920443731722,15.379975965626777
1200.0,6.0,6.0,3673.920443731722,17.950864789696553
1200.0,7.0,2.0,3673.920443731722,9.02601148461747
1200.0,7.0,3.0,3673.920443731722,12.917560951963777
1200.0,7.0,4.0,3673.920443731722,16.535850792302483
1200.0,7.0,5.0,3673.920443731722,19.94705484386671
1200.0,7.0,6.0,3673.920443731722,23.192302184234695
1200.0,8.0,2.0,3673.920443731722,11.445921005042754
1200.0,8.0,3.0,3673.920443731722,16.24867404299387
1200.0,8.0,4.0,3673.920443731722,20.68844905528535
1200.0,8.0,5.0,3673.920443731722,24.856304988540497
1200.0,8.0,6.0,3673.920443731722,28.807954643414664
1200.0,9.0,2.0,3673.920443731722,14.049906715405575
1200.0,9.0,3.0,3673.920443731722,19.810506509913058
1200.0,9.0,4.0,3673.920443731722,25.10867280679
1200.0,9.0,5.0,3673.920443731722,30.063176318125542
1200.0,9.0,6.0,3673.920443731722,34.746336784170325
1200.0,10.0,2.0,3673.920443731722,16.820163334038277
1200.0,10.0,3.0,3673.920443731722,23.578341789234347
1200.0,10.0,4.0,3673.920443731722,29.76520295591104
1200.0,10.0,5.0,3673.920443731722,35.53194076105705
1200.0,10.0,6.0,3673.920443731722,40.96834524162821
1300.0,2.0,2.0,3805.569457051892,0.5699248155616252
1300.0,2.0,3.0,3805.569457051892,0.9979833415896312
1300.0,2.0,4.0,3805.569457051892,1.4145929873079128
1300.0,2.0,5.0,3805.569457051892,1.8219769911887378
1300.0,2.0,6.0,3805.569457051892,2.2212500139558014
1300.0,3.0,2.0,3805.569457051892,1.6188428864681146
1300.0,3.0,3.0,3805.569457051892,2.5153611853048004
1300.0,3.0,4.0,3805.569457051892,3.3764224434131433
1300.0,3.0,5.0,3805.569457051892,4.209618984065319
1300.0,3.0,6.0,3805.569457051892,5.019464899269272
1300.0,4.0,2.0,3805.569457051892,2.99670549702065
1300.0,4.0,3.0,3805.569457051892,4.48183359773891
1300.0,4.0,4.0,3805.569457051892,5.894501345747744
1300.0,4.0,5.0,3805.569457051892,7.249691607264447
1300.0,4.0,6.0,3805.569457051892,8.557229435143594
1300.0,5.0,2.0,3805.569457051892,4.661546608799003
1300.0,5.0,3.0,3805.569457051892,6.83077835985058
1300.0,5.0,4.0,3805.569457051892,8.87662042809151
1300.0,5.0,5.0,3805.569457051892,10.82620991147793
1300.0,5.0,6.0,3805.569457051892,12.697494559074103
1300.0,6.0,2.0,3805.569457051892,6.577807887244596
1300.0,6.0,3.0,3805.569457051892,9.510211573016061
1300.0,6.0,4.0,3805.569457051892,12.254306880651795
1300.0,6.0,5.0,3805.569457051892,14.854501886736678
1300.0,6.0,6.0,3805.569457051892,17.338590150662814
1300.0,7.0,2.0,3805.569457051892,8.715841150807094
1300.0,7.0,3.0,3805.569457051892,12.47610102720548
1300.0,7.0,4.0,3805.569457051892,15.97125280375469
1300.0,7.0,5.0,3805.569457051892,19.266937532251223
1300.0,7.0,6.0,3805.569457051892,22.40239394997571
1300.0,8.0,2.0,3805.569457051892,11.053567507095295
1300.0,8.0,3.0,3805.569457051892,15.693319102834218
1300.0,8.0,4.0,3805.569457051892,19.983340139196848
1300.0,8.0,5.0,3805.569457051892,24.00996223610991
1300.0,8.0,6.0,3805.569457051892,27.827426551939816
1300.0,9.0,2.0,3805.569457051892,13.569751775734224
1300.0,9.0,3.0,3805.569457051892,19.13512347593987
1300.0,9.0,4.0,3805.569457051892,24.253579696517964
1300.0,9.0,5.0,3805.569457051892,29.041050864361107
1300.0,9.0,6.0,3805.569457051892,33.566117178787195
1300.0,10.0,2.0,3805.569457051892,16.246168658604688
1300.0,10.0,3.0,3805.569457051892,22.775084166700708
1300.0,10.0,4.0,3805.569457051892,28.75304424774128
1300.0,10.0,5.0,3805.569457051892,34.32493361186777
1300.0,10.0,6.0,3805.569457051892,39.57765877573772
1400.0,2.0,2.0,3937.218470372062,0.5489275664896637
1400.0,2.0,3.0,3937.218470372062,0.9632666664955952
1400.0,2.0,4.0,3937.218470372062,1.365942426155723
1400.0,2.0,5.0,3937.218470372062,1.760363316438461
1400.0,2.0,6.0,3937.218470372062,2.146115061937546
1400.0,3.0,2.0,3937.218470372062,1.563617451938516
1400.0,3.0,3.0,3937.218470372062,2.4307804737351093
1400.0,3.0,4.0,3937.218470372062,3.26343376513881
1400.0,3.0,5.0,3937.218470372062,4.069352071669265
1400.0,3.0,6.0,3937.218470372062,4.8526929974506805
1400.0,4.0,2.0,3937.218470372062,2.8967569563071773
1400.0,4.0,3.0,3937.218470372062,4.332798488202037
1400.0,4.0,4.0,3937.218470372062,5.699045981545024
1400.0,4.0,5.0,3937.218470372062,7.0095081747210815
1400.0,4.0,6.0,3937.218470372062,8.274714177679307
1400.0,5.0,2.0,3937.218470372062,4.506195561930724
1400.0,5.0,3.0,3937.218470372062,6.605155108857596
1400.0,5.0,4.0,3937.218470372062,8.584407568972814
1400.0,5.0,5.0,3937.218470372062,10.470538877784424
1400.0,5.0,6.0,3937.218470372062,12.280697494862823
1400.0,6.0,2.0,3937.218470372062,6.359644965351781
1400.0,6.0,3.0,3937.218470372062,9.196774140334645
1400.0,6.0,4.0,3937.218470372062,11.851812687489721
1400.0,6.0,5.0,3937.218470372062,14.367861941558948
1400.0,6.0,6.0,3937.218470372062,16.771499578957382
1400.0,7.0,2.0,3937.218470372062,8.428397615967407
1400.0,7.0,3.0,3937.218470372062,12.065778359458946
1400.0,7.0,4.0,3937.218470372062,15.44881346146588
1400.0,7.0,5.0,3937.218470372062,18.637815956764275
1400.0,7.0,6.0,3937.218470372062,21.671910618486407
1400.0,8.0,2.0,3937.218470372062,10.690097120279574
1400.0,8.0,3.0,3937.218470372062,15.179779821269927
1400.0,8.0,4.0,3937.218470372062,19.3304677055723
1400.0,8.0,5.0,3937.218470372062,23.22777732882831
1400.0,8.0,6.0,3937.218470372062,26.922847073852743
1400.0,9.0,2.0,3937.218470372062,13.124153029301151
1400.0,9.0,3.0,3937.218470372062,18.50954791931468
1400.0,9.0,4.0,3937.218470372062,23.463721443697796
1400.0,9.0,5.0,3937.218470372062,28.097104960218996
1400.0,9.0,6.0,3937.218470372062,32.47696269123119
1400.0,10.0,2.0,3937.218470372062,15.7138710908817
1400.0,10.0,3.0,3937.218470372062,22.032707779554524
1400.0,10.0,4.0,3937.218470372062,27.818368798518865
1400.0,10.0,5.0,3937.218470372062,33.21155076583089
1400.0,10.0,6.0,3937.218470372062,38.295769993752515
1500.0,2.0,2.0,4068.8674836922314,0.5300532439884702
1500.0,2.0,3.0,4068.8674836922314,0.9302160279907061
1500.0,2.0,4.0,4068.8674836922314,1.3202680562562805
1500.0,2.0,5.0,4068.8674836922314,1.7022472288418398
1500.0,2.0,6.0,4068.8674836922314,2.0756144092707034
1500.0,3.0,2.0,4068.8674836922314,1.5116226584511832
1500.0,3.0,3.0,4068.8674836922314,2.3506685089571118
1500.0,3.0,4.0,4068.8674836922314,3.1576566504311225
1500.0,3.0,5.0,4068.8674836922314,3.9387652721489053
1500.0,3.0,6.0,4068.8674836922314,4.696706279968378
1500.0,4.0,2.0,4068.8674836922314,2.8030191874343124
1500.0,4.0,3.0,4068.8674836922314,4.192966275046585
1500.0,4.0,4.0,4068.8674836922314,5.516386755437706
1500.0,4.0,5.0,4068.8674836922314,6.786754007715235
1500.0,4.0,6.0,4068.8674836922314,8.012095202994516
1500.0,5.0,2.0,4068.8674836922314,4.361741505111093
1500.0,5.0,3.0,4068.8674836922314,6.3943989774503365
1500.0,5.0,4.0,4068.8674836922314,8.311692769880937
1500.0,5.0,5.0,4068.8674836922314,10.139410252568405
1500.0,5.0,6.0,4068.8674836922314,11.893199335942562
1500.0,6.0,2.0,4068.8674836922314,6.156648838810389
1500.0,6.0,3.0,4068.8674836922314,8.90549271482331
1500.0,6.0,4.0,4068.8674836922314,11.477936806453899
1500.0,6.0,5.0,4068.8674836922314,13.915940370313347
1500.0,6.0,6.0,4068.8674836922314,16.244941106155757
1500.0,7.0,2.0,4068.8674836922314,8.16092935091921
1500.0,7.0,3.0,4068.8674836922314,11.685608875093273
1500.0,7.0,4.0,4068.8674836922314,14.962783668086763
1500.0,7.0,5.0,4068.8674836922314,18.053894393055437
1500.0,7.0,6.0,4068.8674836922314,20.994855829828534
1500.0,8.0,2.0,4068.8674836922314,10.351915073344333
1500.0,8.0,3.0,4068.8674836922314,14.702501294535416
1500.0,8.0,4.0,4068.8674836922314,18.72541086607987
1500.0,8.0,5.0,4068.8674836922314,22.50274999505909
1500.0,8.0,6.0,4068.8674836922314,26.08432572476718
1500.0,9.0,2.0,4068.8674836922314,12.710604273217207
1500.0,9.0,3.0,4068.8674836922314,17.930249571481884
1500.0,9.0,4.0,4068.8674836922314,22.731587542425043
1500.0,9.0,5.0,4068.8674836922314,27.222373800783046
1500.0,9.0,6.0,4068.8674836922314,31.46849055739843
1500.0,10.0,2.0,4068.8674836922314,15.220792481483478
1500.0,10.0,3.0,4068.8674836922314,21.344631862268983
1500.0,10.0,4.0,4068.8674836922314,26.952643872095766
1500.0,10.0,5.0,4068.8674836922314,32.180103055655835
1500.0,10.0,6.0,4068.8674836922314,37.10990869493335
1600.0,2.0,2.0,4200.5164970124015,0.5105714600726965
1600.0,2.0,3.0,4200.5164970124015,0.898858793806955
1600.0,2.0,4.0,4200.5164970124015,1.277359885441635
1600.0,2.0,5.0,4200.5164970124015,1.6472171356674092
1600.0,2.0,6.0,4200.5164970124015,2.0097537792198437
1600.0,3.0,2.0,4200.5164970124015,1.462889507833956
1600.0,3.0,3.0,4200.5164970124015,2.276258929180755
1600.0,3.0,4.0,4200.5164970124015,3.059009855690692
1600.0,3.0,5.0,4200.5164970124015,3.8160684292920064
1600.0,3.0,6.0,4200.5164970124015,4.551239135716993
1600.0,4.0,2.0,4200.5164970124015,2.71406728447639
1600.0,4.0,3.0,4200.5164970124015,4.0629753360170495
1600.0,4.0,4.0,4200.5164970124015,5.346384989658227
1600.0,4.0,5.0,4200.5164970124015,6.578058239815387
1600.0,4.0,6.0,4200.5164970124015,7.766837327952053
1600.0,5.0,2.0,4200.5164970124015,4.2262614745741605
1600.0,5.0,3.0,4200.5164970124015,6.197578473487437
1600.0,5.0,4.0,4200.5164970124015,8.057419490633436
1600.0,5.0,5.0,4200.5164970124015,9.830286618012831
1600.0,5.0,6.0,4200.5164970124015,11.531756493680062
1600.0,6.0,2.0,4200.5164970124015,5.967341967998617
1600.0,6.0,3.0,4200.5164970124015,8.632934131653869
1600.0,6.0,4.0,4200.5164970124015,11.129110183503641
1600.0,6.0,5.0,4200.5164970124015,13.494922728966559
1600.0,6.0,6.0,4200.5164970124015,15.754802003651498
1600.0,7.0,2.0,4200.5164970124015,7.911298568395742
1600.0,7.0,3.0,4200.5164970124015,11.330398714216042
1600.0,7.0,4.0,4200.5164970124015,14.510590771267946
1600.0,7.0,5.0,4200.5164970124015,17.50995639298721
1600.0,7.0,6.0,4200.5164970124015,20.36431082873117
1600.0,8.0,2.0,4200.5164970124015,10.037153409230054
1600.0,8.0,3.0,4200.5164970124015,14.25778702188841
1600.0,8.0,4.0,4200.5164970124015,18.16217016229495
1600.0,8.0,5.0,4200.5164970124015,21.828158544950256
1600.0,8.0,6.0,4200.5164970124015,25.304383350543695
1600.0,9.0,2.0,4200.5164970124015,12.325426560760224
1600.0,9.0,3.0,4200.5164970124015,17.38994290341597
1600.0,9.0,4.0,4200.5164970124015,22.04981909601474
1600.0,9.0,5.0,4200.5164970124015,26.409167649614496
1600.0,9.0,6.0,4200.5164970124015,30.530771457463608
1600.0,10.0,2.0,4200.5164970124015,14.760339313397312
1600.0,10.0,3.0,4200.5164970124015,20.7032215297673
1600.0,10.0,4.0,4200.5164970124015,26.147040893259298
1600.0,10.0,5.0,4200.5164970124015,31.222469291923748
1600.0,10.0,6.0,4200.5164970124015,36.008174465402114
1700.0,2.0,2.0,4332.16551033257,0.4929791986167406
1700.0,2.0,3.0,4332.16551033257,0.8693407832096401
1700.0,2.0,4.0,4332.16551033257,1.2371473464093439
1700.0,2.0,5.0,4332.16551033257,1.5956619112949753
1700.0,2.0,6.0,4332.16551033257,1.9469207341521724
1700.0,3.0,2.0,4332.16551033257,1.416562168164605
1700.0,3.0,3.0,4332.16551033257,2.206465508910057
1700.0,3.0,4.0,4332.16551033257,2.9654453723382277
1700.0,3.0,5.0,4332.16551033257,3.700368532482913
1700.0,3.0,6.0,4332.16551033257,4.414545286441859
1700.0,4.0,2.0,4332.16551033257,2.6307352768713392
1700.0,4.0,3.0,4332.16551033257,3.940378521785271
1700.0,4.0,4.0,4332.16551033257,5.186344007970304
1700.0,4.0,5.0,4332.16551033257,6.382383305322892
1700.0,4.0,6.0,4332.16551033257,7.536850282018351
1700.0,5.0,2.0,4332.16551033257,4.099125383856818
1700.0,5.0,3.0,4332.16551033257,6.013310088316172
1700.0,5.0,4.0,4332.16551033257,7.819556440745161
1700.0,5.0,5.0,4332.16551033257,9.541194636868543
1700.0,5.0,6.0,4332.16551033257,11.194389724522416
1700.0,6.0,2.0,4332.16551033257,5.789553183120855
1700.0,6.0,3.0,4332.16551033257,8.377850124598874
1700.0,6.0,4.0,4332.16551033257,10.802418580412105
1700.0,6.0,5.0,4332.16551033257,13.101127976399383
1700.0,6.0,6.0,4332.16551033257,15.296679105842793
1700.0,7.0,2.0,4332.16551033257,7.677807436733123
1700.0,7.0,3.0,4332.16551033257,10.998113306191518
1700.0,7.0,4.0,4332.16551033257,14.087605886878938
1700.0,7.0,5.0,4332.16551033257,17.00179095448424
1700.0,7.0,6.0,4332.16551033257,19.775704857254265
1700.0,8.0,2.0,4332.16551033257,9.741464457778257
1700.0,8.0,3.0,4332.16551033257,13.842765875572344
1700.0,8.0,4.0,4332.16551033257,17.63576757527169
1700.0,8.0,5.0,4332.16551033257,21.19786180511712
1700.0,8.0,6.0,4332.16551033257,24.576981258117538
1700.0,9.0,2.0,4332.16551033257,11.964614623840426
1700.0,9.0,3.0,4332.16551033257,16.884799212859654
1700.0,9.0,4.0,4332.16551033257,21.41371896760705
1700.0,9.0,5.0,4332.16551033257,25.650626668400665
1700.0,9.0,6.0,4332.16551033257,29.656792357632515
1700.0,10.0,2.0,4332.16551033257,14.330911399435047
1700.0,10.0,3.0,4332.16551033257,20.105384140862615
1700.0,10.0,4.0,4332.16551033257,25.39566623994656
1700.0,10.0,5.0,4332.16551033257,30.328406008454262
1700.0,10.0,6.0,4332.16551033257,34.98131368793687
1800.0,2.0,2.0,4463.81452365274,0.47574625269810966
1800.0,2.0,3.0,4463.81452365274,0.841912084027181
1800.0,2.0,4.0,4463.81452365274,1.1982012163297482
1800.0,2.0,5.0,4463.81452365274,1.5467957778532195
1800.0,2.0,6.0,4463.81452365274,1.8886230090594343
1800.0,3.0,2.0,4463.81452365274,1.3729273061220435
1800.0,3.0,3.0,4463.81452365274,2.1403455389117525
1800.0,3.0,4.0,4463.81452365274,2.8780095544287727
1800.0,3.0,5.0,4463.81452365274,3.592298725151232
1800.0,3.0,6.0,4463.81452365274,4.2857056005079786
1800.0,4.0,2.0,4463.81452365274,2.5530057362268934
1800.0,4.0,3.0,4463.81452365274,3.8254716396552744
1800.0,4.0,4.0,4463.81452365274,5.036005940081909
1800.0,4.0,5.0,4463.81452365274,6.1990265657134875
1800.0,4.0,6.0,4463.81452365274,7.321025824934904
1800.0,5.0,2.0,4463.81452365274,3.9788944884772257
1800.0,5.0,3.0,4463.81452365274,5.839683545586693
1800.0,5.0,4.0,4463.81452365274,7.595725078411976
1800.0,5.0,5.0,4463.81452365274,9.269968803803197
1800.0,5.0,6.0,4463.81452365274,10.87726600614212
1800.0,6.0,2.0,4463.81452365274,5.622458053687953
1800.0,6.0,3.0,4463.81452365274,8.13941659879654
1800.0,6.0,4.0,4463.81452365274,10.496913828753033
1800.0,6.0,5.0,4463.81452365274,12.73148343430632
1800.0,6.0,6.0,4463.81452365274,14.867486853531613
1800.0,7.0,2.0,4463.81452365274,7.458124668721574
1800.0,7.0,3.0,4463.81452365274,10.686413587092396
1800.0,7.0,4.0,4463.81452365274,13.691316051178255
1800.0,7.0,5.0,4463.81452365274,16.526646820929297
1800.0,7.0,6.0,4463.81452365274,19.22420710417616
1800.0,8.0,2.0,4463.81452365274,9.465056987773405
1800.0,8.0,3.0,4463.81452365274,13.45268376494536
1800.0,8.0,4.0,4463.81452365274,17.142795949235715
1800.0,8.0,5.0,4463.81452365274,20.60804376772476
1800.0,8.0,6.0,4463.81452365274,23.895477373842287
1800.0,9.0,2.0,4463.81452365274,11.626819585399842
1800.0,9.0,3.0,4463.81452365274,16.412701016762316
1800.0,9.0,4.0,4463.81452365274,20.81820039517573
1800.0,9.0,5.0,4463.81452365274,24.940484702638916
1800.0,9.0,6.0,4463.81452365274,28.83919285790604
1800.0,10.0,2.0,4463.81452365274,13.927427795036763
1800.0,10.0,3.0,4463.81452365274,19.545612421378635
1800.0,10.0,4.0,4463.81452365274,24.692379546885235
1800.0,10.0,5.0,4463.81452365274,29.49303155295862
1800.0,10.0,6.0,4463.81452365274,34.02116694050064
1900.0,2.0,2.0,4595.463536972909,0.4594727711967676
1900.0,2.0,3.0,4595.463536972909,0.8152035562941391
1900.0,2.0,4.0,4595.463536972909,1.162115783594157
1900.0,2.0,5.0,4595.463536972909,1.500586739645813
1900.0,2.0,6.0,4595.463536972909,1.832900399348834
1900.0,3.0,2.0,4595.463536972909,1.3323828403599947
1900.0,3.0,3.0,4595.463536972909,2.0779193462346797
1900.0,3.0,4.0,4595.463536972909,2.7949769474705874
1900.0,3.0,5.0,4595.463536972909,3.4900506223485057
1900.0,3.0,6.0,4595.463536972909,4.16460369587495
1900.0,4.0,2.0,4595.463536972909,2.4789234869790198
1900.0,4.0,3.0,4595.463536972909,3.7161947534842596
1900.0,4.0,4.0,4595.463536972909,4.894623870352588
1900.0,4.0,5.0,4595.463536972909,6.0262450281110365
1900.0,4.0,6.0,4595.463536972909,7.117966491641799
1900.0,5.0,2.0,4595.463536972909,3.8664015913584557
1900.0,5.0,3.0,4595.463536972909,5.67671862575369
1900.0,5.0,4.0,4595.463536972909,7.38533177538042
1900.0,5.0,5.0,4595.463536972909,9.014840310898057
1900.0,5.0,6.0,4595.463536972909,10.579390896627569
1900.0,6.0,2.0,4595.463536972909,5.465479978527243
1900.0,6.0,3.0,4595.463536972909,7.914612938343616
1900.0,6.0,4.0,4595.463536972909,10.209157743106113
1900.0,6.0,5.0,4595.463536972909,12.384749776006435
1900.0,6.0,6.0,4595.463536972909,14.464137224313147
1900.0,7.0,2.0,4595.463536972909,7.25124080826076
1900.0,7.0,3.0,4595.463536972909,10.394256651939042
1900.0,7.0,4.0,4595.463536972909,13.319785421596738
1900.0,7.0,5.0,4595.463536972909,16.079821703342617
1900.0,7.0,6.0,4595.463536972909,18.706957163816387
1900.0,8.0,2.0,4595.463536972909,9.204442781229693
1900.0,8.0,3.0,4595.463536972909,13.086706357092138
1900.0,8.0,4.0,4595.463536972909,16.679780001462525
1900.0,8.0,5.0,4595.463536972909,20.055029769542
1900.0,8.0,6.0,4595.463536972909,23.256529202782087
1900.0,9.0,2.0,4595.463536972909,11.3090775863346
1900.0,9.0,3.0,4595.463536972909,15.968749785925878
1900.0,9.0,4.0,4595.463536972909,20.258956648015012
1900.0,9.0,5.0,4595.463536972909,24.274748559010057
1900.0,9.0,6.0,4595.463536972909,28.072329687078096
1900.0,10.0,2.0,4595.463536972909,13.549530504602064
1900.0,10.0,3.0,4595.463536972909,19.01916994049888
1900.0,10.0,4.0,4595.463536972909,24.03275925380664
1900.0,10.0,5.0,4595.463536972909,28.709378031755527
1900.0,10.0,6.0,4595.463536972909,33.12093189935675
2000.0,2.0,2.0,4727.112550293079,0.4437779691888144
2000.0,2.0,3.0,4727.112550293079,0.7904612828768929
2000.0,2.0,4.0,4727.112550293079,1.1276287300227126
2000.0,2.0,5.0,4727.112550293079,1.457095021033359
2000.0,2.0,6.0,4727.112550293079,1.7802796403860763
2000.0,3.0,2.0,4727.112550293079,1.2922753000467702
2000.0,3.0,3.0,4727.112550293079,2.0184578302448286
2000.0,3.0,4.0,4727.112550293079,2.716951859318138
2000.0,3.0,5.0,4727.112550293079,3.393263843429965
2000.0,3.0,6.0,4727.112550293079,4.050699746581666
2000.0,4.0,2.0,4727.112550293079,2.40976915574989
2000.0,4.0,3.0,4727.112550293079,3.6140407618979338
2000.0,4.0,4.0,4727.112550293079,4.761649685023837
2000.0,4.0,5.0,4727.112550293079,5.863172707591856
2000.0,4.0,6.0,4727.112550293079,6.927135315212766
2000.0,5.0,2.0,4727.112550293079,3.7595220073501756
2000.0,5.0,3.0,4727.112550293079,5.522969837438963
2000.0,5.0,4.0,4727.112550293079,7.18732633379383
2000.0,5.0,5.0,4727.112550293079,8.77434496189656
2000.0,5.0,6.0,4727.112550293079,10.298936822414229
2000.0,6.0,2.0,4727.112550293079,5.316154995259676
2000.0,6.0,3.0,4727.112550293079,7.702379832129569
2000.0,6.0,4.0,4727.112550293079,9.938277669362918
2000.0,6.0,5.0,4727.112550293079,12.058151181794836
2000.0,6.0,6.0,4727.112550293079,14.084638766293024
2000.0,7.0,2.0,4727.112550293079,7.056443017465092
2000.0,7.0,3.0,4727.112550293079,10.118387809296538
2000.0,7.0,4.0,4727.112550293079,12.96928822193191
2000.0,7.0,5.0,4727.112550293079,15.659098745053251
2000.0,7.0,6.0,4727.112550293079,18.220520050990434
2000.0,8.0,2.0,4727.112550293079,8.95953257546824
2000.0,8.0,3.0,4727.112550293079,12.74276503130682
2000.0,8.0,4.0,4727.112550293079,16.243820909784702
2000.0,8.0,5.0,4727.112550293079,19.53386055526012
2000.0,8.0,6.0,4727.112550293079,22.65581599281468
2000.0,9.0,2.0,4727.112550293079,11.009851686829018
2000.0,9.0,3.0,4727.112550293079,15.551155219361435
2000.0,9.0,4.0,4727.112550293079,19.73312203469393
2000.0,9.0,5.0,4727.112550293079,23.648284371692146
2000.0,9.0,6.0,4727.112550293079,27.35151847622313
2000.0,10.0,2.0,4727.112550293079,13.193168800160285
2000.0,10.0,3.0,4727.112550293079,18.524509893372517
2000.0,10.0,4.0,4727.112550293079,23.412454230788487
2000.0,10.0,5.0,4727.112550293079,27.972744884451856
2000.0,10.0,6.0,4727.112550293079,32.27491668945253
2100.0,2.0,2.0,4858.761563613249,0.42937782258129037
2100.0,2.0,3.0,4858.761563613249,0.7664295116533847
2100.0,2.0,4.0,4858.761563613249,1.0942660180678896
2100.0,2.0,5.0,4858.761563613249,1.4157922675152197
2100.0,2.0,6.0,4858.761563613249,1.730778416749702
2100.0,3.0,2.0,4858.761563613249,1.2552392233674
2100.0,3.0,3.0,4858.761563613249,1.9630434283492721
2100.0,3.0,4.0,4858.761563613249,2.643171684836905
2100.0,3.0,5.0,4858.761563613249,3.301712264070752
2100.0,3.0,6.0,4858.761563613249,3.942376368743287
